,name,existence,Gas,Electricity,water
2194,Mound Public Water Dist,0.8,,,Mound Public Water Dist
2195,MP2 Energy,0.8,,,
2196,MT Carmel Public Utility Co,0.8,,,
2197,Mt Sterling Water & Sewer System,0.8,,,Mt Sterling Water & Sewer System
2198,Muhlenberg County Water Dist,0.8,,,Muhlenberg County Water Dist
2199,Municipal Utility Board,0.8,,,
2200,Municipal Water Authority of Adams Township,0.8,,,Municipal Water Authority of Adams Township
2201,Murfreesboro Water and Sewer Department,0.8,,,Murfreesboro Water and Sewer Department
2202,Murphy Electric Power Board,0.8,,Murphy Electric Power Board,
2203,Muskingum River Power Plant,0.8,,,
2204,Mustang Station Power Plant,0.8,,,
2205,My Utilities,0.8,,,
2206,N J Natural Gas Co.,0.8,N J Natural Gas Co.,,
2207,Nac International,0.8,,,
2208,Natgascar Co.,0.8,Natgascar Co.,,
2209,National Fuel Gas Distribution,0.8,National Fuel Gas Distribution,,
2210,National Power,0.8,,,
2211,Nationwide Power,0.8,,,
2212,Natural Gas Intelligence Newsletter,0.8,Natural Gas Intelligence Newsletter,,
2213,Natural Gas Utility District Of Hawkins County The,0.8,Natural Gas Utility District Of Hawkins County The,,
2214,Navarro County Electric Co-Op,0.8,,Navarro County Electric Co-Op,
2215,New Caney Municipal Utility District,0.8,,,
2216,New Mexico Gas Company,0.8,New Mexico Gas Company,,
2217,New Mexico Propane of Taos,0.8,,,
2218,New River Light & Power Co.,0.8,,,
2219,Newport News Waterworks,0.8,,,Newport News Waterworks
2220,Newport Utilities,0.8,,,
2221,NewSouth Electric,0.8,,NewSouth Electric,
2222,Nicholas County Water District,0.8,,,Nicholas County Water District
2223,Nishnabotna Valley REC,0.8,,,
2224,Nixon Power Services,0.8,,,
2225,NMPP Energy,0.8,,,
2226,Nob Hill Water Assoc,0.8,,,Nob Hill Water Assoc
2227,Nobles Cooperative Electric,0.8,,Nobles Cooperative Electric,
2228,Nodak Electric Cooperative,0.8,,Nodak Electric Cooperative,
2229,Nolin Rural Electric Co-Op,0.8,,Nolin Rural Electric Co-Op,
2230,Norris Public Power Dist,0.8,,,
2231,North American Electric Reliability Corporation,0.8,,North American Electric Reliability Corporation,
2232,North Carolina Electric Membership Corporation,0.8,,North Carolina Electric Membership Corporation,
2233,North Central Electric Co-Op,0.8,,North Central Electric Co-Op,
2234,North Central Public Power District,0.8,,,
2235,North Itasca Electric Co-Op,0.8,,North Itasca Electric Co-Op,
2236,North Lee County Water Association,0.8,,,North Lee County Water Association
2237,North Lenoir Water,0.8,,,North Lenoir Water
2238,North Marshall Utilities,0.8,,,
2239,North Perry Avenue Water District,0.8,,,North Perry Avenue Water District
2240,North Plains Electric Coop,0.8,,North Plains Electric Coop,
2241,North Plains Ground Water Cons Dist,0.8,,,North Plains Ground Water Cons Dist
2242,North Rural Water Supply Corporation,0.8,,,North Rural Water Supply Corporation
2243,North Tahoe Public Utility District,0.8,,,
2244,North West Rec,0.8,,,
2245,North Western Energy,0.8,,,
2246,Northeast Alabama Water Sewer,0.8,,,Northeast Alabama Water Sewer
2247,Northeast Louisiana Power,0.8,,,
2248,Northeast Missouri Elect Power Co-Op,0.8,,Northeast Missouri Elect Power Co-Op,
2249,Northeast Nebraska Public Power District,0.8,,,
2250,Northeast Ohio Natural Gas,0.8,Northeast Ohio Natural Gas,,
2251,Northern Electric Cooperative,0.8,,Northern Electric Cooperative,
2252,Northern Natural Gas Co.,0.8,Northern Natural Gas Co.,,
2253,Northern Neck Electric Coop,0.8,,Northern Neck Electric Coop,
2254,Northern Ohio Rural Water,0.8,,,Northern Ohio Rural Water
2255,Northern Plains Electric Cooperative,0.8,,Northern Plains Electric Cooperative,
2256,Northern Power Systems,0.8,,,
2257,Northport Water Department,0.8,,,Northport Water Department
2258,Northwest Gas Co.,0.8,Northwest Gas Co.,,
2259,Northwest Rural Public Power,0.8,,,
2260,Northwestern Wisconsin Elec Co.,0.8,,,
2261,Notla Water Authority,0.8,,,Notla Water Authority
2262,Nrg Cabrillo Power,0.8,,,
2263,NRG Texas,0.8,,,
2264,Nutter Fort Police Department,0.8,,,
2265,Oahe Electric Co-Op,0.8,,Oahe Electric Co-Op,
2266,Oak Lodge Water District,0.8,,,Oak Lodge Water District
2267,Oasis Energy,0.8,,,
2268,Oceano Community Service District,0.8,,,
2269,Ohio Cumberland Gas Company,0.8,Ohio Cumberland Gas Company,,
2270,Oildale Mutual Water Co.,0.8,Oildale Mutual Water Co.,,Oildale Mutual Water Co.
2271,Okefenokee Rural Electric,0.8,,Okefenokee Rural Electric,
2272,Oklahoma Association of Electric Co-Ops,0.8,,Oklahoma Association of Electric Co-Ops,
2273,Oklahoma Gas & Electric Co.,0.8,Oklahoma Gas & Electric Co.,Oklahoma Gas & Electric Co.,
2274,Oklahoma Natural Gas Co.,0.8,Oklahoma Natural Gas Co.,,
2275,Oncor Electric Delivery,0.8,,Oncor Electric Delivery,
2276,Oneida Water Department,0.8,,,Oneida Water Department
2277,Onondaga County Water Authority,0.8,,,Onondaga County Water Authority
2278,Onslow Water and Sewer Authority Onwasa,0.8,,,Onslow Water and Sewer Authority Onwasa
2279,Opelika Power Services,0.8,,,
2280,Opelika Utilities,0.8,,,
2281,Orange Vale Water Company,0.8,,,Orange Vale Water Company
2282,Orchard Dale Water District,0.8,,,Orchard Dale Water District
2283,Oswego Harbor Power,0.8,,,
2284,Otsego Electric Cooperative,0.8,,Otsego Electric Cooperative,
2285,Otter Tail Corporation,0.8,,,
2286,Otter Tail Power Company,0.8,,,
2287,Oxnard City Water Service,0.8,,,Oxnard City Water Service
2288,Pace Water System,0.8,,,Pace Water System
2289,Pacific County Pud,0.8,,,
2290,Pacific Gas & Electric Company,0.8,Pacific Gas & Electric Company,Pacific Gas & Electric Company,
2291,Pacific Gas and Electric Co.,0.8,Pacific Gas and Electric Co.,Pacific Gas and Electric Co.,
2292,Pacific Meter & Equipment,0.8,,,
2293,Palatine North Currency Exchange,0.8,,,
2294,Palm Beach County Water Department,0.8,,,Palm Beach County Water Department
2295,Palo Verde Nuclear Generating Station,0.8,,,
2296,Paris Henry County Natural Gas Utility District,0.8,Paris Henry County Natural Gas Utility District,,
2297,Parker Gas Co.,0.8,Parker Gas Co.,,
2298,Patapsco River Power Squadron,0.8,,,
2299,Pattern Energy Group,0.8,,,
2300,Payless Power,0.8,,,
2301,Peabody Sewer Billing,0.8,,,Peabody Sewer Billing
2302,Pee Dee Electric Membership,0.8,,Pee Dee Electric Membership,
2303,Penn State Electric Supply Company,0.8,,Penn State Electric Supply Company,
2304,Pennsylvania American Water,0.8,,,Pennsylvania American Water
2305,Peoples Gas & Oil Co.,0.8,Peoples Gas & Oil Co.,,
2306,Pepco Energy Services,0.8,,,
2307,Perennial Public Power Dist,0.8,,,
2308,Perry Gas Company,0.8,Perry Gas Company,,
2309,Petroquip Energy Services,0.8,,,
2310,Pg & E,0.8,,,
2311,PGW,0.8,,,
2312,Phoenix Water Service Department,0.8,,,Phoenix Water Service Department
2313,PI Electric,0.8,,PI Electric,
2314,Pickwick Electric Cooperative,0.8,,Pickwick Electric Cooperative,
2315,Pico Water District,0.8,,,Pico Water District
2316,Piedmont Municipal Power Agency,0.8,,,
2317,Pierce Pepin Cooperative Services,0.8,,,
2318,Pine View Water Systems,0.8,,,Pine View Water Systems
2319,Pinedale County Water District,0.8,,,Pinedale County Water District
2320,Pinetop-Lakeside Sanitary,0.8,,,
2321,Pineville Water System,0.8,,,Pineville Water System
2322,Pioneer Rural Water District,0.8,,,Pioneer Rural Water District
2323,PKM Electric Co-Op,0.8,,PKM Electric Co-Op,
2324,Plainview Water District,0.8,,,Plainview Water District
2325,Plant Bowen,0.8,,,
2326,Planters Electric Membership,0.8,,Planters Electric Membership,
2327,Pleasant Valley Mutual Water,0.8,,,Pleasant Valley Mutual Water
2328,Plymouth Utilities,0.8,,,
2329,Pngc Power,0.8,,,
2330,Point Baker Water System,0.8,,,Point Baker Water System
2331,Polk County Rural Public Power Dist,0.8,,,
2332,Porter Special Utility District,0.8,,,
2333,Portsmouth Water & Fire District,0.8,,,Portsmouth Water & Fire District
2334,Possum Kingdom Water Supply,0.8,,,Possum Kingdom Water Supply
2335,Potomac Electric,0.8,,Potomac Electric,
2336,Powder River Energy Corporation,0.8,,,
2337,Powdersville Water District,0.8,,,Powdersville Water District
2338,Power Line Service,0.8,,,
2339,Powerhawke,0.8,,,
2340,Prairie Du Sac Dam,0.8,,,
2341,Prairie Land Electric Co-Op,0.8,,Prairie Land Electric Co-Op,
2342,Prattville Water Works Board,0.8,,,Prattville Water Works Board
2343,Prentiss County Electric Power,0.8,,Prentiss County Electric Power,
2344,Presque Isle Electric & Gas Co-Op,0.8,Presque Isle Electric & Gas Co-Op,Presque Isle Electric & Gas Co-Op,
2345,Presque Isle Power Plant,0.8,,,
2346,Pride of Lake County,0.8,,,
2347,Princeton Public Utilities,0.8,,,
2348,Proenergy Services,0.8,,,
2349,Provo River Water,0.8,,,Provo River Water
2350,Public Power,0.8,,,
2351,Public Services Company of Oklahoma,0.8,,,
2352,Public Utility Dist No 1 of Skamania County,0.8,,,
2353,Public Water Supply District 4,0.8,,,Public Water Supply District 4
2354,Pud No 3 Of Mason County,0.8,,,
2355,Purified Water R Us,0.8,,,Purified Water R Us
2356,Quad Cities Generating Station,0.8,,,
2357,Quillens Bottle Gas,0.8,Quillens Bottle Gas,,
2358,Quinlan's Gas,0.8,Quinlan's Gas,,
2359,Quogue Swimming Pool Service,0.8,,,
2360,R B Electric Co,0.8,,R B Electric Co,
2361,R B Gustafson Co.,0.8,,,
2362,R D White & Sons,0.8,,,
2363,Raeford Oil Co.,0.8,Raeford Oil Co.,,
2364,Rail Products International,0.8,,,
2365,Rainbow Water District,0.8,,,Rainbow Water District
2366,Rainier View Water Company,0.8,,,Rainier View Water Company
2367,Ralls County Public Water Supply,0.8,,,Ralls County Public Water Supply
2368,Rapid Valley Sanitary District,0.8,,,
2369,Rayburn Country Electric Co-Op,0.8,,Rayburn Country Electric Co-Op,
2370,Recology Vacaville Solano,0.8,,,
2371,Red Seal Electric Company,0.8,,Red Seal Electric Company,
2372,Regional Water Corporation,0.8,,,Regional Water Corporation
2373,Reynolds Brothers Propane,0.8,,,
2374,Reynoldsburg Water Office,0.8,,,Reynoldsburg Water Office
2375,Rice Creek Watershed Dist,0.8,,,Rice Creek Watershed Dist
2376,Rich Mountain Electric Co-Op,0.8,,Rich Mountain Electric Co-Op,
2377,Richards Energy Group,0.8,,,
2378,Richland Electric Cooperative,0.8,,Richland Electric Cooperative,
2379,Rio Grande Electric Co-Op,0.8,,Rio Grande Electric Co-Op,
2380,Rio Grande Electric Cooperative,0.8,,Rio Grande Electric Cooperative,
2381,Riverland Energy Cooperative,0.8,,,
2382,Riverside Water Supply,0.8,,,Riverside Water Supply
2383,Roanoke Electric Cooperative,0.8,,Roanoke Electric Cooperative,
2384,Roanoke Valley Energy Facility,0.8,,,
2385,Roberts & Sons Propane Co.,0.8,,,
2386,Robinson Water Well,0.8,,,Robinson Water Well
2387,Rocky Mountain Power,0.8,,,
2388,Rosebud Operating Service,0.8,,,
2389,Roseville Electric,0.8,,Roseville Electric,
2390,Roughrider Electric Cooperative,0.8,,Roughrider Electric Cooperative,
2391,Round Rock Water Billing,0.8,,,Round Rock Water Billing
2392,Rowan Water,0.8,,,Rowan Water
2393,Rowland Water Dist,0.8,,,Rowland Water Dist
2394,Roxborough Water and Sanitation District,0.8,,,Roxborough Water and Sanitation District
2395,Rpmud,0.8,,,
2396,Rubio Canyon Land & Water Association,0.8,,,Rubio Canyon Land & Water Association
2397,Running Springs Water District,0.8,,,Running Springs Water District
2398,Rural Electric Convenience Cooperative Co.,0.8,,Rural Electric Convenience Cooperative Co.,
2399,Rural Lorain County Water Authority,0.8,,,Rural Lorain County Water Authority
2400,Rural Water District,0.8,,,Rural Water District
2401,Rural Water District Number 3 Washington County,0.8,,,Rural Water District Number 3 Washington County
2402,Rusk County Appraisal Dist,0.8,,,
2403,S & S Butane Gas Service,0.8,S & S Butane Gas Service,,
2404,S Jwd Water District,0.8,,,S Jwd Water District
2405,Sackmann Gas Co,0.8,Sackmann Gas Co,,
2406,Salt River Electric Co-Op,0.8,,Salt River Electric Co-Op,
2407,Sam Houston Electric Cooperative,0.8,,Sam Houston Electric Cooperative,
2408,San Benito County Water District,0.8,,,San Benito County Water District
2409,San Bruno Cable Tv,0.8,,,
2410,San Francisco Water Department,0.8,,,San Francisco Water Department
2411,San Gabriel County Water Distict,0.8,,,San Gabriel County Water Distict
2412,San Gabriel Valley Water Co.,0.8,,,San Gabriel Valley Water Co.
2413,San Gorgonio Pass Water,0.8,,,San Gorgonio Pass Water
2414,San Jacinto River Authority,0.8,,,
2415,Sandwich Water District,0.8,,,Sandwich Water District
2416,Sanford Water Department,0.8,,,Sanford Water Department
2417,Santa Ynez River Water,0.8,,,Santa Ynez River Water
2418,Scenic Rivers Energy Co-Op,0.8,,,
2419,Scotts Valley Water District,0.8,,,Scotts Valley Water District
2420,Sedgwick County Elect Co-Op,0.8,,Sedgwick County Elect Co-Op,
2421,Seeley County Water District,0.8,,,Seeley County Water District
2422,Se-ma-no Electric Cooperative,0.8,,Se-ma-no Electric Cooperative,
2423,Sertco Industries,0.8,,,
2424,Seward County Public Power District,0.8,,,
2425,Shamrock Renewable Energy Services,0.8,,,
2426,Sharyland Utilities,0.8,,,
2427,Shawano Municipal Utilities,0.8,,,
2428,Shawson Gas,0.8,Shawson Gas,,
2429,Shelbyville Municipal Water,0.8,,,Shelbyville Municipal Water
2430,Sho-Me Power Electric Co-Op,0.8,,Sho-Me Power Electric Co-Op,
2431,Shorelands Water Co.,0.8,,,Shorelands Water Co.
2432,Short Coleman Park Water Association,0.8,,,Short Coleman Park Water Association
2433,Silver Springs Water Co.,0.8,,,Silver Springs Water Co.
2434,Singing River Electric Power,0.8,,Singing River Electric Power,
2435,Smith Electric Vehicles,0.8,,Smith Electric Vehicles,
2436,Soddy Daisy Falling Water Utility District,0.8,,,Soddy Daisy Falling Water Utility District
2437,Solar Penny Solar Store Mesa Phoenix Arizona,0.8,,,
2438,Somerset Water Service,0.8,,,Somerset Water Service
2439,South Blount Utility Dist,0.8,,,
2440,South County Water System,0.8,,,South County Water System
2441,South Hopkins Water District,0.8,,,South Hopkins Water District
2442,South Jersey Gas Co.,0.8,South Jersey Gas Co.,,
2443,South Kentucky Recc,0.8,,,
2444,South Kentucky Rural Electric Co-Op Corporation,0.8,,South Kentucky Rural Electric Co-Op Corporation,
2445,South Lincoln Rural Water,0.8,,,South Lincoln Rural Water
2446,South Martin Regional Utility,0.8,,,
2447,South Plains Irrigation,0.8,,,South Plains Irrigation
2448,South Walton Utility Co.,0.8,,,
2449,Southeast Alabama Gas District,0.8,Southeast Alabama Gas District,,
2450,Southeastern Il Electric Co-Op,0.8,,Southeastern Il Electric Co-Op,
2451,Southern California Energy Service,0.8,,,
2452,Southern Co.,0.8,,,
2453,Southern Company Services,0.8,,,
2454,Southern Illinois Power Co-Op,0.8,,,
2455,Southern Maryland Gas Co.,0.8,Southern Maryland Gas Co.,,
2456,Southern Monroe Water Corporation,0.8,,,Southern Monroe Water Corporation
2457,Southern Pine Electric Co-Op,0.8,,Southern Pine Electric Co-Op,
2458,Southern Pine Electric Power,0.8,,Southern Pine Electric Power,
2459,Southern Power District,0.8,,,
2460,Southern Star Central Gas Pipeline,0.8,Southern Star Central Gas Pipeline,,
2461,Southern Utilities Co.,0.8,,,
2462,Southern Wayne Sanitary District,0.8,,,
2463,Southwest Mississippi Electric,0.8,,Southwest Mississippi Electric,
2464,Southwest Rural Electric Association,0.8,,Southwest Rural Electric Association,
2465,Southwest Texas Electric Co-Op,0.8,,Southwest Texas Electric Co-Op,
2466,Spark Energy,0.8,,,
2467,Spoon River Electric Cooperative,0.8,,Spoon River Electric Cooperative,
2468,Springdale Water Utilities,0.8,,,Springdale Water Utilities
2469,SSI Aeration,0.8,,,
2470,St Charles Mesa Water District,0.8,,,St Charles Mesa Water District
2471,Stanton Energy Center,0.8,,,
2472,"StarTex Power, A Constellation Company",0.8,,,
2473,Steamboat Mt Water Supply,0.8,,,Steamboat Mt Water Supply
2474,Steele-Waseca Co-Op Electric,0.8,,Steele-Waseca Co-Op Electric,
2475,Stickney Water Reclamation,0.8,,,Stickney Water Reclamation
2476,Stokes Regional Water,0.8,,,Stokes Regional Water
2477,Structural Composites Industries,0.8,,,
2478,Suburban Natural Gas,0.8,Suburban Natural Gas,,
2479,Sudbury Water District,0.8,,,Sudbury Water District
2480,Sumter County Water Authority,0.8,,,Sumter County Water Authority
2481,Sun Prairie Water,0.8,,,Sun Prairie Water
2482,Sunbelt Fresh Water Supply District,0.8,,,Sunbelt Fresh Water Supply District
2483,Sunflower Electric Power Corporation,0.8,,Sunflower Electric Power Corporation,
2484,Sunny Slope Water Company,0.8,,,Sunny Slope Water Company
2485,Sunnyslope County Water Dist,0.8,,,Sunnyslope County Water Dist
2486,Sunrise Energy,0.8,,,
2487,Super Flame Gas Co,0.8,Super Flame Gas Co,,
2488,Surgoinsville Utility District,0.8,,,
2489,Swansea Water District,0.8,,,Swansea Water District
2490,Sweney Electric Co.,0.8,,Sweney Electric Co.,
2491,Systrum Energy,0.8,,,
2492,Tacoma Water,0.8,,,Tacoma Water
2493,Tank Town,0.8,,,
2494,Tanner Electric Cooperative,0.8,,Tanner Electric Cooperative,
2495,Tara Energy,0.8,,,
2496,Taylor Butane Co.,0.8,,,
2497,Taylor D K Oil Co,0.8,Taylor D K Oil Co,,
2498,Taylorsville Bennion Improvement District,0.8,,,
2499,Teco Energy,0.8,,,
2500,TECO Peoples Gas,0.8,TECO Peoples Gas,,
2501,TECO Peoples Gas Ft. Myers,0.8,TECO Peoples Gas Ft. Myers,,
2502,Tenaska,0.8,,,
2503,Texas Electric & Light,0.8,,Texas Electric & Light,
2504,Texas Gas Transmission,0.8,Texas Gas Transmission,,
2505,Texas Reliability Entity,0.8,,,
2506,Texas-New Mexico Power,0.8,,,
2507,The Aes Corporation,0.8,,,
